name	coverage_before_LINE	coverage_after_LINE	gene	strand_exon	strand_LINE
ENST00000444042.2	0.8126506666666666	1.68631	CYP4A22-AS1	-	+
ENST00000431986.2	0.0	0.0	ENSG00000223720	+	-
ENST00000662065.1	0.8683645	5.272972	LINC01748	-	+
ENST00000453229.1	0.587209	2.17958	DOCK7-DT	+	-
ENST00000371058.1	9.36066	12.794554	LEPR	+	-
ENST00000456315.7	7.71212	15.651727272727273	DEPDC1	-	+
ENST00000370966.9	3.78967	16.03308	DEPDC1	-	+
ENST00000646995.1	3.40187	4.70447	ENSG00000285407	+	-
ENST00000658942.1	0.0	0.0	LINC01360	+	-
ENST00000440762.5	0.0	0.0	LINC01360	+	-
ENST00000648424.1	0.0	15.054	ENSG00000293044	-	+
ENST00000420549.3	0.0	0.0	ENSG00000233290	-	+
ENST00000370673.7	7.2143266666666666	8.95723	SAMD13	+	-
ENST00000370671.7	7.10668	8.9229	SAMD13	+	-
ENST00000394834.8	6.6938	8.95723	SAMD13	+	-
ENST00000370669.5	6.6938	9.19178	SAMD13	+	-
ENST00000370668.7	7.262906666666667	8.97087	SAMD13	+	-
ENST00000370670.2	6.6938	9.32226	SAMD13	+	-
ENST00000498304.5	16.6045	8.07469	ENSG00000282057	-	+
ENST00000467530.5	21.5774	10.73183	ENSG00000282057	-	+
ENST00000467666.2	1.112402	10.723045	ENSG00000282057	-	+
ENST00000513638.5	5.539515	3.40118	GBP1P1	+	-
ENST00000370375.8	0.0	0.0	C1orf146	+	-
ENST00000370373.2	0.0	0.0	C1orf146	+	-
ENST00000603401.1	0.0	0.0	ENSG00000271252	+	-
ENST00000414418.1	0.0	0.0	ENSG00000230864	-	+
ENST00000431955.1	31.689666666666668	0.0	ENSG00000241720	+	-
ENST00000355485.7	12.0424	33.94815714285714	VANGL1	+	-
ENST00000369510.8	14.3918	34.01167142857143	VANGL1	+	-
ENST00000310260.7	0.0	36.23101428571429	VANGL1	+	-
ENST00000369426.9	60.3368	53.83448	WARS2	-	+
ENST00000235521.5	58.77	53.93326	WARS2	-	+
ENST00000622787.4	0.100287	8.003277142857144	EMBP1	+	-
ENST00000648011.3	0.051775	7.881229428571428	EMBP1	+	-
ENST00000701383.1	0.0531915	8.092535	EMBP1	+	-
ENST00000425109.2	0.410256	0.0	ENSG00000234225	-	+
ENST00000695765.1	0.0	40.6109	PDE4DIP	+	-
ENST00000368141.5	70.95805	92.05978	MNDA	+	-
ENST00000368059.7	1.725	4.0489	SLAMF6	-	+
ENST00000368057.8	1.83186	4.051635714285714	SLAMF6	-	+
ENST00000368055.1	2.07	3.02799	SLAMF6	-	+
ENST00000356006.3	0.031630200000000004	0.0	ENSG00000198358	+	-
ENST00000354422.4	0.0	0.27558	FAM78B	-	+
ENST00000338353.4	0.0	0.271141	FAM78B	-	+
ENST00000636624.1	0.0	4.7191	ENSG00000293102	+	-
ENST00000367805.7	1.0521284	10.1864	CCDC181	-	+
ENST00000367806.8	1.0483084	10.1864	CCDC181	-	+
ENST00000545005.5	1.1600871666666666	11.2795	CCDC181	-	+
ENST00000661719.1	0.403321	0.0	LINC01681	+	-
ENST00000671647.1	0.997067	0.25600666666666666	LINC01681	+	-
ENST00000654877.1	1.05919	0.0	LINC01681	+	-
ENST00000657208.1	1.68817	0.30720800000000004	LINC01681	+	-
ENST00000367723.8	88.32686578947369	185.91825	SUCO	+	-
ENST00000616058.4	83.85295555555555	185.9805	SUCO	+	-
ENST00000263688.4	85.409845	185.91825	SUCO	+	-
ENST00000610051.5	88.69863157894737	175.19375	SUCO	+	-
ENST00000659805.2	9.571026666666667	0.793713	LINC01645	+	-
ENST00000701603.1	9.960840000000001	0.902913	LINC01645	+	-
ENST00000391985.7	0.0	0.0	CFHR3	+	-
ENST00000367425.9	0.0	0.0157744	CFHR3	+	-
ENST00000367415.8	0.0	0.0309555	CFHR2	+	-
ENST00000367421.5	0.0	0.055255200000000004	CFHR2	+	-
ENST00000489703.2	0.0	0.0684525	CFHR2	+	-
ENST00000649283.1	0.0	0.06824925	CFHR2	+	-
ENST00000476712.6	0.0	0.0662825	CFHR2	+	-
ENST00000496448.6	0.0	0.090196	CFHR2	+	-
ENST00000473386.1	0.0	0.136905	CFHR2	+	-
ENST00000649960.2	0.0	0.13509533333333332	CFHR2	+	-
ENST00000660854.1	0.0	0.0	ENSG00000286541	-	+
ENST00000634239.1	0.0	0.0	LINC02942	+	-
ENST00000623503.1	0.1908675	1.58716	CR1-AS1	-	+
ENST00000695777.1	1334.668	1941.4775	CD46	+	-
ENST00000695780.1	1300.808	2026.1	CD46	+	-
ENST00000695782.1	1300.808	1946.455	CD46	+	-
ENST00000367042.6	1340.12075	1684.3672	CD46	+	-
ENST00000322875.8	1222.932	1938.7475	CD46	+	-
ENST00000322918.9	1303.528	1857.99	CD46	+	-
ENST00000354848.5	1341.1544999999999	1938.7475	CD46	+	-
ENST00000357714.5	1303.528	1938.7475	CD46	+	-
ENST00000358170.6	1222.932	1682.7172	CD46	+	-
ENST00000367041.5	1303.528	1682.7172	CD46	+	-
ENST00000367047.5	1213.54225	1938.7475	CD46	+	-
ENST00000360212.6	1223.9138333333333	1940.355	CD46	+	-
ENST00000480003.5	1281.8891428571428	1951.85	CD46	+	-
ENST00000568112.2	0.0	0.0	LINC01735	-	+
ENST00000665387.1	0.0	0.0	ENSG00000232537	-	+
ENST00000662450.1	0.0	0.0	ENSG00000287343	-	+
ENST00000261455.9	34.6981	54.70942	PACC1	-	+
ENST00000535273.2	22.476511666666664	58.78944	PACC1	-	+
ENST00000653931.1	2.207715	0.855372	LINC02773	-	+
ENST00000697181.1	0.732955	22.825433333333333	LYST	-	+
ENST00000697182.1	0.717996	16.19565	LYST	-	+
ENST00000697183.1	7.36905	22.8434	LYST	-	+
ENST00000697184.1	8.48529	22.223166666666668	LYST	-	+
ENST00000468107.5	0.897912	24.261766666666666	LYST	-	+
ENST00000468626.2	9.77143	15.159255000000002	LYST	-	+
ENST00000666166.1	1.751904	0.0	ENSG00000272865	+	-
ENST00000608241.1	0.0	0.55194	ENSG00000272865	+	-
ENST00000641868.1	0.0	0.0	OR2M4	+	-
ENST00000452716.5	0.0	0.015010480000000001	LINC01828	+	-
ENST00000594329.5	0.06369433333333334	0.0	LINC01828	+	-
ENST00000401669.7	0.0	0.008977783333333334	NRXN1	-	+
ENST00000625672.2	0.0	0.008982566666666667	NRXN1	-	+
ENST00000406316.6	0.0	0.01077908	NRXN1	-	+
ENST00000404971.5	0.0	0.0	NRXN1	-	+
ENST00000405472.7	0.0	0.0	NRXN1	-	+
ENST00000630543.2	0.0	0.0	NRXN1	-	+
ENST00000392783.7	21.472193703703702	61.65826	BAZ2B	-	+
ENST00000392782.5	21.973533461538462	61.65826	BAZ2B	-	+
ENST00000392690.4	0.0	0.18795	B3GALT1	+	-
ENST00000427619.6	0.0	1.6662255	ENSG00000235726	-	+
ENST00000650875.1	0.0	1.32105	ENSG00000235726	-	+
ENST00000308624.10	0.0	0.0	SNTG2	+	-
ENST00000407292.1	0.0	0.0	SNTG2	+	-
ENST00000664018.1	0.0	0.09566025	MIR3681HG	+	-
ENST00000450551.1	0.0	0.0	LINC01830	-	+
ENST00000669447.1	0.0	0.0	ENSG00000232451	-	+
ENST00000389975.7	10.1688525	8.453139090909092	VIT	+	-
ENST00000379242.8	10.3119075	7.9868775	VIT	+	-
ENST00000457137.6	10.8050425	8.974305000000001	VIT	+	-
ENST00000497382.5	10.8915925	8.46082090909091	VIT	+	-
ENST00000404084.5	10.698323333333335	8.799716	VIT	+	-
ENST00000379241.7	10.352525	8.67216	VIT	+	-
ENST00000401530.5	10.3293075	8.989803	VIT	+	-
ENST00000705222.1	15.6486825	0.634833	LINC01819	-	+
ENST00000651429.1	1.0518442000000001	0.20995925	ENSG00000230773	-	+
ENST00000447571.5	0.87816	0.91043575	ENSG00000230773	-	+
ENST00000634588.1	0.150165	0.04914833333333333	ENSG00000282890	+	-
ENST00000635306.1	0.0	0.0	ENSG00000282998	-	+
ENST00000440698.1	0.0	0.0	NRXN1-DT	+	-
ENST00000606382.1	0.0	0.0	ENSG00000271955	-	+
ENST00000405015.7	50.714666666666666	106.76313	EHBP1	+	-
ENST00000431489.6	57.31486666666667	106.00977999999999	EHBP1	+	-
ENST00000263991.9	62.214666666666666	97.42924090909091	EHBP1	+	-
ENST00000405289.5	72.0743	103.07349047619047	EHBP1	+	-
ENST00000409558.8	64.271175	121.26535454545454	VPS54	-	+
ENST00000272322.9	63.82480833333334	121.29526363636364	VPS54	-	+
ENST00000354504.7	62.03532222222222	125.41099090909091	VPS54	-	+
ENST00000606978.5	0.4041625	0.3613445	LINC02934	+	-
ENST00000606556.1	0.0	0.35193369999999996	LINC02934	+	-
ENST00000272427.11	92.76108	156.9745	EXOC6B	-	+
ENST00000634650.1	92.93697	82.25033333333333	EXOC6B	-	+
ENST00000484298.5	1.2632391250000001	16.09430642857143	ALMS1	+	-
ENST00000613296.6	1.1228792222222224	15.731232142857143	ALMS1	+	-
ENST00000614410.4	1.1228792222222224	11.359312857142857	ALMS1	+	-
ENST00000466387.5	0.10017963636363636	2.9421648181818183	CTNNA2	+	-
ENST00000496558.5	0.15742514285714285	2.941936636363636	CTNNA2	+	-
ENST00000402739.9	0.15742514285714285	2.69677525	CTNNA2	+	-
ENST00000629316.2	0.15742514285714285	2.7842162999999998	CTNNA2	+	-
ENST00000450290.1	0.0	0.0	ENSG00000230975	-	+
ENST00000359901.9	1.91867425	8.94215125	ANKRD36B	-	+
ENST00000258459.12	1.91867425	8.98924375	ANKRD36B	-	+
ENST00000639249.1	16.03361	0.275862	TMEM182	+	-
ENST00000272462.3	3.85294	27.802400000000002	MALL	-	+
ENST00000427178.1	1.55952	24.2649	MALL	-	+
ENST00000645030.2	49.0528	0.0	MIR4435-2HG	-	+
ENST00000410059.6	8.844488421052631	7.438152857142857	DPP10	+	-
ENST00000409163.5	8.402264	8.22238	DPP10	+	-
ENST00000393147.6	9.232707894736842	8.15876	DPP10	+	-
ENST00000310323.12	8.919496315789473	8.478894285714286	DPP10	+	-
ENST00000657880.1	0.393301	0.0	ENSG00000286481	+	-
ENST00000431078.1	0.0	0.0	CNTNAP5	+	-
ENST00000682447.1	0.0	0.00032370461538461535	CNTNAP5	+	-
ENST00000409261.6	3.0359933333333333	7.894428571428572	NCKAP5	-	+
ENST00000409213.5	3.0359933333333333	7.995348333333333	NCKAP5	-	+
ENST00000401392.5	9.217917615384616	12.52968375	ZRANB3	-	+
ENST00000264159.11	9.261983076923077	12.51930875	ZRANB3	-	+
ENST00000536680.5	8.585573571428572	12.5198225	ZRANB3	-	+
ENST00000409968.6	0.12104225	0.042224	THSD7B	+	-
ENST00000389484.8	0.0	0.002143479166666667	LRP1B	-	+
ENST00000295095.11	15.829795	23.99365	ARHGAP15	+	-
ENST00000654442.1	0.4023214	0.0	TEX41	+	-
ENST00000654298.1	1.0143135	0.0	TEX41	+	-
ENST00000668424.1	0.50457425	0.0	TEX41	+	-
ENST00000666180.1	0.6299856666666667	0.151274	TEX41	+	-
ENST00000625362.3	0.47248924999999997	0.0	TEX41	+	-
ENST00000663282.1	0.6150966666666666	0.0	TEX41	+	-
ENST00000657526.1	0.4466295	0.0	TEX41	+	-
ENST00000660009.1	0.5315366666666667	0.0	TEX41	+	-
ENST00000665081.1	0.39865249999999997	0.0	TEX41	+	-
ENST00000451774.5	0.48335066666666665	0.0	TEX41	+	-
ENST00000655697.1	26.988999999999997	2.00069705	MMADHC-DT	+	-
ENST00000392825.8	0.0	0.0009648300000000001	GALNT13	+	-
ENST00000409237.5	0.0	0.0	GALNT13	+	-
ENST00000638047.1	2.0166139999999997	0.9582594	LINC01876	-	+
ENST00000259056.5	0.275505	0.33050955555555556	GALNT5	+	-
ENST00000283233.10	0.3452673636363636	0.0	CCDC148	-	+
ENST00000409187.5	0.3164950833333333	0.0	CCDC148	-	+
ENST00000707084.1	0.3164950833333333	0.0	CCDC148	-	+
ENST00000435564.6	7.0950814285714285	6.758275	PDE1A	-	+
ENST00000482782.6	6.714985	6.7608	PDE1A	-	+
ENST00000410103.2	6.714985	7.509641428571428	PDE1A	-	+
ENST00000495511.2	6.714985	7.5334514285714285	PDE1A	-	+
ENST00000282272.15	23.327775	28.588675	ANKRD44	-	+
ENST00000647377.1	23.763806250000002	27.845575	ANKRD44	-	+
ENST00000328737.6	22.71380625	23.46418	ANKRD44	-	+
ENST00000406610.7	17.82758	27.16115	PARD3B	+	-
ENST00000349953.7	17.553512	20.04225	PARD3B	+	-
ENST00000351153.5	17.610407	20.04225	PARD3B	+	-
ENST00000358768.6	17.855952	20.04225	PARD3B	+	-
ENST00000342788.9	0.33752005	0.06557825	ERBB4	-	+
ENST00000436443.5	0.34190695	0.07498242857142857	ERBB4	-	+
ENST00000260943.11	0.39790345	0.054722714285714284	ERBB4	-	+
ENST00000415387.1	1.0448975	0.0	ENSG00000273118	-	+
ENST00000331683.10	41.034525333333335	0.0	SPAG16	+	-
ENST00000263268.11	58.464200000000005	128.48093333333333	MREG	-	+
ENST00000695932.1	90.418	0.5649055000000001	TESHL	+	-
ENST00000695934.1	112.25	0.5478438571428571	TESHL	+	-
ENST00000695937.1	0.0	0.0	TESHL	+	-
ENST00000432993.1	0.45603899999999997	0.271523	ENSG00000239498	+	-
ENST00000636099.1	0.0	0.0	NYAP2	+	-
ENST00000272907.8	0.0	0.0	NYAP2	+	-
ENST00000665053.1	0.9607844999999999	1.3910225	LINC01807	-	+
ENST00000667233.1	0.611101	2.911595	LINC01807	-	+
ENST00000432481.2	0.0	1.93948	LINC01807	-	+
ENST00000715298.1	0.0	0.0	LINC01865	+	-
ENST00000621134.4	0.0	0.0	LINC01115	-	+
ENST00000457478.1	0.8382766666666667	0.0	LINC01250	-	+
ENST00000398659.8	57.6304	86.20675222222222	EIPR1	-	+
ENST00000382125.9	61.3605	96.993275	EIPR1	-	+
ENST00000443925.6	71.3819	65.9457134	EIPR1	-	+
ENST00000399143.9	0.0	0.0	DCDC2C	+	-
ENST00000707165.1	0.0	0.01624088	ENSG00000291325	+	-
ENST00000663636.1	0.0	0.0	LINC00298	-	+
ENST00000430192.5	0.46638666666666667	0.0	LINC00299	-	+
ENST00000657310.1	0.3333333333333333	0.0514255	LINC00299	-	+
ENST00000412294.5	0.0	0.0	MIR3681HG	+	-
ENST00000653212.1	0.0	0.0	MIR3681HG	+	-
ENST00000654108.1	0.0	0.0	MIR3681HG	+	-
ENST00000647894.1	0.0	0.0	ENSG00000285876	+	-
ENST00000417751.5	0.0	0.0	LINC00276	-	+
ENST00000654007.1	0.0	0.0	ENSG00000287291	-	+
ENST00000281513.10	35.814876315789476	80.47243571428571	NBAS	-	+
ENST00000670548.1	0.0	0.096135	ENSG00000287881	+	-
ENST00000650025.1	7.82229	6.290738	LINC01376	-	+
ENST00000418165.5	2.41971	4.383766666666666	LINC01376	-	+
ENST00000449124.1	10.94331	1.3259333333333334	LINC01376	-	+
ENST00000435237.1	0.0	0.0	ENSG00000233005	+	-
ENST00000451476.1	0.0	0.0	ENSG00000231204	+	-
ENST00000348332.8	10.0486	106.73929545454546	NCOA1	+	-
ENST00000406961.5	3.02713	106.73929545454546	NCOA1	+	-
ENST00000405141.5	3.93182	102.17813375	NCOA1	+	-
ENST00000315285.9	24.2083925	42.390299999999996	SPAST	+	-
ENST00000713716.1	24.2904325	38.784528571428574	SPAST	+	-
ENST00000646571.1	21.090223333333334	42.390299999999996	SPAST	+	-
ENST00000621856.2	24.5252325	43.315976923076924	SPAST	+	-
ENST00000642455.1	21.11615	42.651953846153845	SPAST	+	-
ENST00000645671.2	21.627525	42.164858333333335	SPAST	+	-
ENST00000644408.2	24.3484625	41.23963846153846	SPAST	+	-
ENST00000642281.2	24.3484625	40.83066363636364	SPAST	+	-
ENST00000647133.2	24.3484625	41.25176666666667	SPAST	+	-
ENST00000642751.2	21.03505	41.449441666666665	SPAST	+	-
ENST00000642999.1	24.4104475	42.42223846153846	SPAST	+	-
ENST00000644954.1	21.120606666666667	42.42746923076923	SPAST	+	-
ENST00000664286.1	0.0	0.0	LINC01320	+	-
ENST00000625995.2	0.0	0.0	LINC01320	+	-
ENST00000626008.2	0.0	0.0	LINC01320	+	-
ENST00000665109.1	0.0	0.0	LINC01320	+	-
ENST00000453451.5	0.0	0.0	ENSG00000226994	+	-
ENST00000658336.1	0.0	0.0	ENSG00000226994	+	-
ENST00000659872.1	0.0	0.0	ENSG00000226994	+	-
ENST00000669873.1	0.0	0.0	ENSG00000226994	+	-
ENST00000625996.3	0.0	0.0	ENSG00000226994	+	-
ENST00000587791.5	0.0	0.0	ENSG00000226994	+	-
ENST00000419425.1	0.0	32.516675	CDC42EP3-AS1	+	-
ENST00000354545.8	25.61189	13.3375	RMDN2	+	-
ENST00000406384.5	24.1409178	13.3375	RMDN2	+	-
ENST00000407257.5	19.569764818181817	19.3155	RMDN2	+	-
ENST00000417700.6	23.605302444444444	13.4093	RMDN2	+	-
ENST00000234195.7	21.2804662	0.0	RMDN2	+	-
ENST00000628135.3	5.0712063333333335	1.65282	CYP1B1-AS1	+	-
ENST00000653994.1	6.084443	0.222345	CYP1B1-AS1	+	-
ENST00000620177.4	2.5357145	0.0	CYP1B1-AS1	+	-
ENST00000660098.1	6.456816333333333	1.64429	CYP1B1-AS1	+	-
ENST00000653077.1	2.9425195	1.78988	CYP1B1-AS1	+	-
ENST00000660493.1	3.3049445	0.0	CYP1B1-AS1	+	-
ENST00000657397.2	1.5696795	0.687732	CYP1B1-AS1	+	-
ENST00000413828.3	0.19047633333333333	1.62436	CYP1B1-AS1	+	-
ENST00000699627.1	3.189018	4.080619333333333	CDKL4	-	+
ENST00000451199.7	3.133314	4.510435	CDKL4	-	+
ENST00000378803.6	3.135362	4.3443515	CDKL4	-	+
ENST00000395035.4	3.135362	4.4661872	CDKL4	-	+
ENST00000426083.5	38.226166666666664	1.2416666666666667	MAP4K3-DT	+	-
ENST00000671403.1	48.4636	8.37095	MAP4K3-DT	+	-
ENST00000658048.1	49.55648	4.74849	MAP4K3-DT	+	-
ENST00000425775.2	44.555008	6.48974	MAP4K3-DT	+	-
ENST00000631142.2	0.2909083333333333	1.0	SLC8A1-AS1	+	-
ENST00000444629.5	1.74545	0.2826085	SLC8A1-AS1	+	-
ENST00000435515.5	28.9246	0.2826085	SLC8A1-AS1	+	-
ENST00000427354.5	0.0	0.2826085	SLC8A1-AS1	+	-
ENST00000413479.5	0.204918	0.2826085	SLC8A1-AS1	+	-
ENST00000282406.9	12.125405	35.160175	PLEKHH2	+	-
ENST00000378494.8	12.1257	15.09134875	CAMKMT	+	-
ENST00000402247.5	12.149863333333334	2.45259	CAMKMT	+	-
ENST00000407131.5	12.200463333333333	0.853333	CAMKMT	+	-
ENST00000403853.7	12.260343333333333	1.36835	CAMKMT	+	-
ENST00000649883.1	0.87816	0.859539	ENSG00000230773	-	+
ENST00000402114.6	26.552716	2.74059	STON1-GTF2A1L	+	-
ENST00000606639.1	0.0	6.5949100000000005	ENSG00000272180	+	-
ENST00000648897.1	0.0	74.97963333333334	VRK2	+	-
ENST00000435505.6	0.0	88.31652	VRK2	+	-
ENST00000417641.6	0.0	89.08485333333333	VRK2	+	-
ENST00000427708.7	56.5339375	145.1486857142857	FANCL	-	+
ENST00000403295.8	63.636657142857146	149.09496666666666	FANCL	-	+
ENST00000696434.1	61.593575	145.31882857142858	FANCL	-	+
ENST00000696319.1	59.60315	145.31882857142858	FANCL	-	+
ENST00000233741.9	64.61021428571429	145.37597142857143	FANCL	-	+
ENST00000696316.1	64.61021428571429	145.77063333333334	FANCL	-	+
ENST00000696620.1	58.6747	149.36013333333332	FANCL	-	+
ENST00000696635.1	64.61021428571429	145.9434	FANCL	-	+
ENST00000402135.8	60.147914285714286	145.37597142857143	FANCL	-	+
ENST00000696547.1	55.25552857142857	145.43325714285714	FANCL	-	+
ENST00000696371.1	64.80071428571429	145.48997142857144	FANCL	-	+
ENST00000696567.1	64.61021428571429	147.59913333333333	FANCL	-	+
ENST00000696305.1	62.445483333333335	145.48997142857144	FANCL	-	+
ENST00000449070.6	60.950775	145.48997142857144	FANCL	-	+
ENST00000446381.6	46.7064	145.5466857142857	FANCL	-	+
ENST00000696624.1	63.024971428571426	149.5593	FANCL	-	+
ENST00000696326.1	53.4383625	150.46654285714285	FANCL	-	+
ENST00000696510.1	39.0076	157.15196666666665	FANCL	-	+
ENST00000696530.1	59.613375	149.62997142857142	FANCL	-	+
ENST00000696307.1	64.75862857142857	146.33668571428572	FANCL	-	+
ENST00000696594.1	64.61021428571429	52.74189	FANCL	-	+
ENST00000696595.1	64.46478333333333	52.74189	FANCL	-	+
ENST00000650010.1	0.0	6.0036	ENSG00000285673	+	-
ENST00000660011.1	0.0	0.0	ENSG00000233891	-	+
ENST00000669739.1	0.0	0.0	ENSG00000233891	-	+
ENST00000412409.3	0.0	0.0	ENSG00000233891	-	+
ENST00000434611.1	0.0	0.0	ENSG00000233891	-	+
ENST00000664749.1	0.0	0.0	ENSG00000226622	-	+
ENST00000671367.1	0.0	0.121103	ENSG00000226622	-	+
ENST00000657946.1	0.0	0.611778	ENSG00000286480	+	-
ENST00000272321.12	13.637346428571428	12.715465	WDPCP	-	+
ENST00000409199.5	13.420515	12.7030775	WDPCP	-	+
ENST00000409120.5	13.7641475	13.28805	WDPCP	-	+
ENST00000398544.7	13.420515	13.43495	WDPCP	-	+
ENST00000433396.5	1.08029	0.77979	LINC01798	+	-
ENST00000652561.2	4.645723666666667	2.154520428571429	LINC01829	-	+
ENST00000419809.1	0.0	0.0	ENSG00000235495	-	+
ENST00000409544.5	87.05914285714286	390.50071428571425	ZNF638	+	-
ENST00000264447.9	87.69909047619048	390.50071428571425	ZNF638	+	-
ENST00000652439.1	0.7357	0.9022295	ALMS1P1	+	-
ENST00000670606.1	0.0	0.0	ENSG00000287474	+	-
ENST00000654219.1	0.0	0.032925833333333335	ENSG00000287172	+	-
ENST00000409884.6	0.15740733333333332	0.0	LRRTM4	-	+
ENST00000409911.5	0.236111	0.0	LRRTM4	-	+
ENST00000409093.1	0.15740733333333332	0.0	LRRTM4	-	+
ENST00000667782.1	0.0	0.17121733333333333	ENSG00000227088	-	+
ENST00000389394.8	0.6291906225806452	2.2022991333333333	DNAH6	+	-
ENST00000604011.5	17.96996	382.2435	RNF103-CHMP3	-	+
ENST00000695456.1	144.0816	38.4197	ENSG00000289685	-	+
ENST00000295246.7	1.491103175	2.9771087499999997	ANKRD36C	-	+
ENST00000456556.5	1.6055438833333333	3.336583714285714	ANKRD36C	-	+
ENST00000420699.9	1.9754755588235293	9.8388175	ANKRD36	+	-
ENST00000652721.1	1.9766823235294118	9.8642275	ANKRD36	+	-
ENST00000461153.7	1.9854715882352942	10.155192857142858	ANKRD36	+	-
ENST00000186436.10	38.1047575	70.97347567567567	TMEM131	-	+
ENST00000393483.8	5.3108168125	4.881066	TSGA10	-	+
ENST00000674128.1	6.130041583333333	4.936898	TSGA10	-	+
ENST00000410001.5	5.4409485	4.98177	TSGA10	-	+
ENST00000355053.8	5.421003266666666	4.98177	TSGA10	-	+
ENST00000441515.3	2.1588666666666665	1.76006	IL1RL2	+	-
ENST00000264257.7	1.9606219999999999	1.9933542857142856	IL1RL2	+	-
ENST00000640575.2	14.0677	0.0	TMEM182	+	-
ENST00000283148.12	233.69014285714286	374.98775	UXS1	-	+
ENST00000409501.7	239.85885714285715	383.641875	UXS1	-	+
ENST00000409382.8	7.255292	16.1753	ST6GAL2	-	+
ENST00000361686.8	6.826344	16.1753	ST6GAL2	-	+
ENST00000443902.6	69.97137272727272	66.40424615384616	EPB41L5	+	-
ENST00000263713.10	69.97137272727272	67.03382142857143	EPB41L5	+	-
ENST00000331393.8	70.99100909090909	72.55765	EPB41L5	+	-
ENST00000443124.5	65.74925700909091	70.95341666666667	EPB41L5	+	-
ENST00000452780.1	72.48577	67.05344285714285	EPB41L5	+	-
ENST00000651223.1	0.0	0.0	ENSG00000286206	+	-
ENST00000404460.5	191.51195	11.6469	PLEKHB2	+	-
ENST00000641806.1	16.07081	0.0	ENSG00000284604	+	-
ENST00000329321.4	0.0	0.338503	GPR39	+	-
ENST00000651100.1	0.0	0.0	ENSG00000286068	+	-
ENST00000392929.6	12.793523333333333	0.0	CCNT2-AS1	-	+
ENST00000668300.1	8.21477	0.0	CCNT2-AS1	-	+
ENST00000280098.9	9.09687	27.11396	SPOPL	+	-
ENST00000656547.1	0.0	0.0	ENSG00000287147	+	-
ENST00000628213.2	0.24048925	0.0	TEX41	+	-
ENST00000407073.5	21.197559	15.541443000000001	MBD5	+	-
ENST00000642680.2	23.1953	15.025353	MBD5	+	-
ENST00000638043.2	24.415025	15.161838000000001	MBD5	+	-
ENST00000627651.2	22.262633333333333	13.34932	MBD5	+	-
ENST00000258484.11	48.347449999999995	90.97571666666667	EPC2	+	-
ENST00000409381.5	1.92237	94.959325	LYPD6	+	-
ENST00000334166.9	29.219	92.3446	LYPD6	+	-
ENST00000651933.1	1.171834	95.506775	LYPD6	+	-
ENST00000687950.1	16.2642	0.719201	MMADHC-DT	+	-
ENST00000702116.1	15.71025	2.81675	MMADHC-DT	+	-
ENST00000295052.3	0.0875215	0.16625500000000001	LINC01931	-	+
ENST00000424322.1	0.0	0.0	ENSG00000227400	-	+
ENST00000651198.1	0.0	0.0	KCNJ3	+	-
ENST00000544049.2	0.0	0.0526606	KCNJ3	+	-
ENST00000295101.3	0.0	0.0526316	KCNJ3	+	-
ENST00000243349.13	0.0	0.02180742857142857	ACVR1C	-	+
ENST00000409680.7	0.0	0.09523814285714285	ACVR1C	-	+
ENST00000335450.7	0.0	0.11111116666666666	ACVR1C	-	+
ENST00000348328.9	0.0	0.1333334	ACVR1C	-	+
ENST00000605860.5	0.8933	0.0	UPP2	+	-
ENST00000504764.5	4.19323275862069	31.35343	LY75-CD302	-	+
ENST00000505052.1	4.19323275862069	34.39993222222222	LY75-CD302	-	+
ENST00000620391.4	45.427063636363634	60.046350000000004	ITGB6	-	+
ENST00000283249.7	44.082676923076924	60.1096	ITGB6	-	+
ENST00000428609.6	45.217241666666666	63.325100000000006	ITGB6	-	+
ENST00000409967.6	44.12954545454546	62.60225	ITGB6	-	+
ENST00000409872.1	41.98162142857143	58.2076	ITGB6	-	+
ENST00000259075.6	9.32484	217.26057142857144	TANK	+	-
ENST00000375514.9	0.0	0.222060125	SLC4A10	+	-
ENST00000415876.6	0.0	0.2219800625	SLC4A10	+	-
ENST00000446997.6	0.0	0.22211762499999999	SLC4A10	+	-
ENST00000272716.9	0.0	0.21118886666666667	SLC4A10	+	-
ENST00000421911.1	0.0	0.1868233076923077	SLC4A10	+	-
ENST00000429636.1	0.0	0.0	ENSG00000237844	-	+
ENST00000409195.6	0.0	0.14226577777777777	XIRP2	+	-
ENST00000409043.5	0.0	0.160084	XIRP2	+	-
ENST00000409728.5	0.0	0.1422968888888889	XIRP2	+	-
ENST00000672716.1	0.0	0.1509787125	XIRP2	+	-
ENST00000442316.1	0.0	0.0	ENSG00000228222	+	-
ENST00000670221.1	0.10433875	0.0	B3GALT1-AS1	-	+
ENST00000649046.1	17.20837238095238	126.22846086206897	LRP2	-	+
ENST00000443831.1	17.39932210526316	27.563	LRP2	-	+
ENST00000409044.7	0.3437877741935484	0.15666666666666665	MYO3B	+	-
ENST00000408978.9	0.33304440625	0.15706	MYO3B	+	-
ENST00000715288.1	0.0	0.7234833333333334	DLX2-DT	+	-
ENST00000667725.1	0.0	0.6886233333333333	DLX2-DT	+	-
ENST00000715295.1	0.0	280.79529207407404	ITGA6	+	-
ENST00000539448.5	33.1166	98.7784	MAP3K20	+	-
ENST00000409176.6	31.6357495	78.1917611111111	MAP3K20	+	-
